Category,cleaned_resume
Business Analyst,"MS-Office Applications, Excel, Word, PowerPoint, HTML, JAVA, PHP, good communication skills, quick learner, good interpersonal relation, risk management, business process analysis, stakeholder guidance, employee satisfaction reporting, internal audit, timesheet validation, compensation strategies"
Business Analyst,"Business Analysis, IT Operations, Excel, Daily MIS, Dashboard Preparation, Excel Macros, Data Management, Cash Management, Coordination, Team Management, Quality Assurance"
SAP Developer,"ETL, Data Warehousing, SQL/PL SQL, Basic Core Java, Basic Python, SAP BODS, SAP BO, Oracle 11g, Sybase"
SAP Developer,"SAP Business Intelligence, SAP BO 4.2, Design Studio, IDT, Webi, UDT, CMC, HANA, BW, Bex Queries, SQL, Teradata DB, Business Objects, CMC activities, Query builder, HPSM ticketing tool, BIAR format, performance optimization, data visualization, requirement analysis, bug fixing, report development, user support, unit testing, POC implementation"
SAP Developer,"SAP HANA, SAP BO, HANA Information Models, Calculation Views, Table Functions, Procedures, Power BI, SQL, Remedy, SharePoint, SAP Logon, WEBI"
SAP Developer,"ABAP, SAP, report writing, smartforms, standard debugging, unit testing, contract creation, order creation, invoice testing, SAP Script modification, custom table creation, data element creation, structure creation"
SAP Developer,"SAP, Microsoft Excel, VBA programming, SAP Security, Role creation, Compliance policy maintenance, Troubleshooting, Authorization, GRC 10.X Access Control, Analytical thinking, Documentation, Design skills, Project estimation, Teamwork, Adaptability"
SAP Developer,"SAP ABAP, ALE, IDOC, EDI, SAP Netweaver Gateway, oData, Fiori, SAP Techno Functional, SAP SD, SAP S/4HANA, ITIL 2011 Foundation, PRINCE2 practitioner, SAP ABAP FRICEW components, SAP modules (MM, FI, CO, SD, PS, PP, CS, PM, QM, HR), SAP GTS, SAP PI, SAP BI, Vistex, ProShip, HPQC, IBM ManageNow, CA service desk, Loftware, Data Matrix, customization in SD, FI, MM, Unicode conversion, document processes, technical specifications, pre-sales activities, project management, quality processes, communication skills, team leadership, customer oriented attitude."
SAP Developer,"ETL, Data Warehousing, SQL/PL SQL, Basic Core Java, Basic Python, SAP BODS, SAP BO, Oracle 11g, Sybase"
SAP Developer,"SAP Business Intelligence, SAP BO 4.2, Design Studio, IDT, HANA, BW, Bex Queries, SQL, CMC, Webi, Teradata DB, BIAR file, SAP HANA, Business Objects, Query Builder, HPSM ticketing tool, data visualization, performance optimization, requirement gathering, report development, user access management, user security"
SAP Developer,"SAP HANA, SAP BO, HANA Information Models, Calculation Views, Table Functions, Procedures, Currency Conversions, Data Model Development, Performance Tuning, Design Documents, Technical Specification, Test Documents, Power BI Reports, HPALM, Remedy Tools, Charm/Solmon, SAP Landscape Transformation, SLT, WEBI, SQL, SharePoint, SAP Logon"
SAP Developer,"ABAP, SAP, Smartforms, SAP Script, unit testing, debugging, report writing, custom tables, data elements, structures"
SAP Developer,"SAP, Microsoft Excel, VBA programming, SAP Security, Role creation, Compliance policy maintenance, Troubleshooting, Authorization issues, GRC 10.X Access Control, Analytical thinking, Documentation, Design skills, Project scope definition, Estimating efforts, Project timelines, Adaptable, Teamwork"
SAP Developer,"SAP ABAP, ALE, IDOC, EDI, SAP Netweaver Gateway, oData, Fiori, SAP Techno Functional, SAP SD, SAP S/4HANA, ITIL, PRINCE2, SAP ABAP FRICEW components, SAP MM, FI, CO, PS, PP, CS, PM, QM, HR, SAP GTS, SAP PI, SAP BI, Vistex, ProShip, HPQC, IBM ManageNow, CA service desk, Loftware, Data Matrix, Unicode conversion, document processes, effort estimations, technical specifications, communication skills, team participation, inter-team co-ordination, team leadership, customer oriented attitude, project management, quality processes."
SAP Developer,"ETL, Data Warehousing, SQL/PL SQL, Basic Core Java, Basic Python, SAP BODS, SAP BO, Oracle 11g, Sybase"
SAP Developer,"SAP Business Intelligence, SAP BO 4.2, Design Studio, IDT, HANA, BW, Bex Queries, SQL, CMC activities, Webi, UDT, Backend DB HANA, Business Objects, Teradata DB, Query builder, HPSM ticketing tool, BIAR file creation, User security management, CMC activities, Data analysis, Report development, Performance optimization, Requirement gathering, Bug fixing, Visualization components selection, Unit testing, Documentation."
SAP Developer,"SAP HANA, SAP BO, HANA Information Models, Calculation Views, Table Functions, Procedures, Currency Conversions, Performance Analysis, Design Documents, Technical Specifications, Test Documents, Power BI Reports, HPALM, Remedy Tools, Charm, Solman, HANA Data Model Development, SLT, Business Objects, Universe, Webi Reports, Row Level Security, Folder Level Security, Scheduling Reports, SQL, SharePoint, SAP Logon, WEBI, SAP ECC 6.0"
SAP Developer,"ABAP, SAP, smartforms, standard debugging, unit testing, contracts, orders, invoices, SAP Script, custom tables, data elements, structures"
SAP Developer,"SAP, Microsoft Excel, VBA programming, Centralized SAP Security, User Level authorizations, Role creation, Compliance policy maintenance, troubleshooting, SU53, trace analysis, GRC 10.X Access Control, analytical thinking, documentation, design skills, project estimation, project timelines, adaptability, teamwork"
SAP Developer,"SAP ABAP, SAP ABAP (ALE/IDOC/EDI), SAP Netweaver Gateway, oData, Fiori, SAP Techno Functional, SAP SD, SAP S/4HANA, SAP ABAP Certified, ITIL 2011 Foundation, PRINCE2 practitioner, SAP project Full-Lifecycle implementations, SAP modules (MM, FI, CO, SD, PS, PP, CS, PM, QM, HR), SAP GTS, SAP PI 7.3, SAP BI 7.0/7.3, Vistex, ProShip, HPQC, IBM ManageNow, CA service desk, Loftware, Data Matrix, customization in SD, FI & MM modules, upgrading to ECC6.0, Unicode conversion, document processes, training end users, business process analysis, effort estimations, technical specifications, onsite-offshore support model, communication skills, team participation, inter-team coordination, team leadership, customer-oriented attitude, pre-sales activities, project management, quality processes"
SAP Developer,"ETL, Data Warehousing, SQL/PL SQL, Basic Core Java, Basic Python, SAP BODS, SAP BO, Oracle 11g, Sybase"
SAP Developer,"SAP Business Intelligence, SAP BO 4.2, Design Studio, IDT, HANA, BW, Bex Queries, SQL, CMC, Webi, Teradata DB, BIAR, Business Objects, HANA views, query builder, user security, performance optimization, reporting, data visualization, requirement gathering, defect enhancement, unit testing"
SAP Developer,"SAP HANA, SAP BO, SQL, Remedy, SharePoint, SAP Logon, WEBI, Power BI"
SAP Developer,"ABAP, SAP, report writing, smartforms, standard debugging, unit testing, contract creation, order processing, invoice testing, SAP Script modification, custom table creation, data element creation, structure creation"
SAP Developer,"SAP, Microsoft Excel, VBA programming, SAP Security, Role creation, Compliance policy maintenance, Troubleshooting, Authorization issues, GRC 10.X Access Control, Analytical thinking, Documentation, Design skills, Project estimation, Project timelines, Adaptability, Teamwork"
SAP Developer,"SAP Technical Architect, SAP Technical Consultant, SAP ABAP, ALE, IDOC, EDI, SAP Netweaver Gateway, oData, Fiori, SAP Techno Functional, SAP SD, SAP S/4HANA, ITIL 2011 Foundation, PRINCE2 practitioner, SAP ABAP FRICEW components, MM, FI, CO, SD, PS, PP, CS, PM, QM, HR, S/4HANA, IS-Auto, IS-Retail, SCM 7.0, SOLMAN, SAP GTS, SAP PI 7.3, SAP BI 7.0, Vistex, ProShip, HPQC, IBM ManageNow, CA service desk, Loftware, Data Matrix, Unicode conversion, document processes, issue identification, multi-tasking, training end users, business analysis, effort estimation, technical specifications, onsite-offshore support, communication skills, team participation, inter-team coordination, team leadership, customer orientation, pre-sales activities, project management, quality processes"
Automation Testing,"Excellent grasping power, learning new concepts, technology, highly motivated, team player, strong work ethics, ability to work in a team, effective coordination, enthusiastic self-starter, quick learner, software testing, automation, design and develop test frameworks, develop automation test scripts, executing test cases, logging defects, HPQC tool, test summary report, internal test case peer reviews, daily scrum meetings, weekly status meetings, Selenium WebDriver, desktop window automation tools, Sikuli, AutoIT, tracking/managing test life cycle, JIRA, HPQC/ALM"
Automation Testing,"Ability to establish trust and work with a team, Determined with good work ethics, Ability to work under difficult situations, Re-calibration of field Instruments, Research and developing new automated systems, Level, flow and temperature process control, PLC panel wiring, DOL and Star delta control wiring, Panel testing IP knowledge, Control Panel quality check and assurance, Electrical Single Line Diagram (SLD) and power wiring diagram, Calculation and selection of cable, switchgear and protection, Expertise in PLC Hardware, Knowledge on control relay logic and ladder logic, Designing and interfacing PLC with SCADA, Real time data acquisition from OPC, Handling VFD for motor control, Calibration of Pressure gauge, Temperature gauge, Control Valve, Level or Flow measurements and control, Piping and Instrumentation Diagram, Hand Tools, Tubes and Pipe fitting, Cable and Cable Glanding, Basic knowledge of HONEYWELL DCS C-300, Electrical designing software, PLC Software, Designing software, Programming in C, C++, JAVA, Operating Systems: Windows, Mac"
Automation Testing,"Automation Testing, Selenium WebDriver, TestNG, Data Driven, Page Object model, Eclipse, Postman, Maven, SVN, Jenkins, SQL, Java, C++, HTML, JavaScript, Ice faces, Ibatis, Jboss Seam, EJB, Core Java, JSF, Rich Faces, Spring, Restful Web service, Machine Learning, Functional Testing, Regression Testing, API Testing"
Automation Testing,"Agile Methodology, Scrum, Kanban, Extreme Programming(XP), Test-driven development (TDD), Feature Driven development(FDD), Industrial Automation, Retail, Banking, Insurance, Health care, Modular Automation Framework, Data driven, BPT, Hybrid Test automation tool, HP UFT, TAF, Load Runner, Selenium, Rational Robot, DCMTK, sikuli, VB Script, C++, Python, Shell Script, Bug Tracking Tool, Bugzilla, Jira, HP Quality Control, AP Test, Clear Quest, Clear case, Win CVS, SVN, Oracle, SQL server, MySQL, TCP/IP, HTTP, HTTPS, VPN, FTP, LDAP, DICOM, PACS, HL7, Image Archiving, Image reconstruction, Rockwell Automation, Logix Designer, Factory Talk, RSLinx Classic, Control Flash, Compare Tool, I/O modules, Profiles, QTP, HTML, XML, JavaScript, VBScripts, QC"
Automation Testing,"Manual Testing, Automation Testing, SELENIUM IDE, TestNG, SELENIUM Grid, JENKINS, Apache POI, SDLC, White Box Testing, Black Box Testing, Functional Testing, Integration Testing, System Testing, writing Functional Scenarios, writing Integration Scenarios, writing test cases, test case design technique, Build and release, Ad hoc testing, smoke testing, usability testing, reliability testing, exploratory testing, Globalization Testing, Compatibility Testing, STLC, regression testing, retesting, Defect tracking, Defect Life Cycle, Test plan, Traceability Matrix, Jdbc, Servlets, Jsp, MS Access2007, web application development, Software testing"
Automation Testing,"Automation Testing, API Testing, Regression Testing, Ad-Hoc Testing, Smoke Testing, Black Box Testing, Test Case Creation, Test Script Execution, Test Scenario Creation, Defect Tracking, Automation Framework Development, Selenium WebDriver, Cross Functionality Testing, Test Data Preparation, Bug Reporting, Coordination with Development Team, Manual Testing, Test Results Evaluation, Triage Meetings, Issue Resolution"
Automation Testing,"Core Java, Selenium, MS SQL Server 2000, MS SQL Server 2005, Oracle 10g, Windows XP, Windows 7, Windows 10, Automation Testing, Manual Testing, Database Management System"
Automation Testing,"Agile Methodology, Scrum, Kanban, Extreme Programming(XP), Test-driven development (TDD), Feature Driven development(FDD), Industrial Automation, Retail, Banking, Insurance, Health care, Modular Automation Framework, Data driven Automation Framework, BPT, Hybrid Test automation tool, HP UFT, TAF, Load Runner, Selenium, Rational Robot, DCMTK, sikuli, VB Script, C++, Python, Shell Script, Bugzilla, Jira, HP Quality Control, AP Test, Clear Quest, Clear case, Win CVS, SVN, Oracle, SQL server, MySQL, TCP/IP, HTTP, HTTPS, VPN, FTP, LDAP, DICOM, PACS, HL7, Image Archiving, Image reconstruction, Rockwell Automation Logix Designer, Factory Talk, RSLinx Classic, Control Flash, Compare Tool, I/O modules, Profiles, Manual testing, Automation testing, Integration testing, Performance testing, Regression testing, Security testing, Network testing, API testing, QTP, HTML, XML, JavaScript, VBScripts."
Automation Testing,"Manual Testing, Automation Testing, Selenium IDE, TestNG, Selenium Grid, Jenkins, Apache POI, SDLC, White Box Testing, Black Box Testing, Functional Testing, Integration Testing, System Testing, Writing Functional and Integration Scenarios, Test Case Design Technique, Build and Release, Ad Hoc Testing, Smoke Testing, Usability Testing, Reliability Testing, Exploratory Testing, Globalization Testing, Compatibility Testing, STLC, Regression Testing, Retesting, Defect Tracking, Defect Life Cycle, Test Plan, Traceability Matrix, System Analysis, Operational Analysis, Communication Skills, Active Learning, Critical Thinking, Interpersonal Skills, Teamwork, Learning New Technologies."
Automation Testing,"Agile Methodology, Scrum, Kanban, Extreme Programming (XP), Test-driven development (TDD), Feature Driven development (FDD), Industrial Automation, Retail, Banking, Insurance, Health care, Modular Automation Framework, Data driven Automation Framework, BPT, Hybrid Test automation tool, HP UFT, TAF, Load Runner, Selenium, Rational Robot, DCMTK, Sikuli, VB Script, C++, Python, Shell Script, Bugzilla, Jira, HP Quality Control, AP Test, Clear Quest, Clear case, Win CVS, SVN, Oracle, SQL server, MySQL, TCP/IP, HTTP, HTTPS, VPN, FTP, LDAP, DICOM, PACS, HL7, Image Archiving, Image reconstruction, Rockwell Automation, Logix Designer, Factory Talk, RSLinx Classic, Control Flash, Compare Tool, I/O modules, Profiles, QTP, HTML, XML, JavaScript, VBScripts."
Automation Testing,"Manual Testing, Automation Testing, SELENIUM IDE, TestNG, SELENIUM Grid, JENKINS, Apache POI, SDLC, White Box Testing, Black Box Testing, Functional Testing, Integration Testing, System Testing, writing Functional and Integration Scenarios, test case design technique, Build and release, Ad hoc testing, smoke testing, usability testing, reliability testing, exploratory testing, Globalization Testing, Compatibility Testing, STLC, regression testing, retesting, Defect tracking, Defect Life Cycle, Test plan, Traceability Matrix, Jdbc, Servlets, Jsp, MS Access2007, Software testing, APACHE, BLACK BOX, FUNCTIONAL TESTING, INTEGRATION"
Automation Testing,"Agile Methodology, Scrum, Kanban, Extreme Programming(XP), Test-driven development (TDD), Feature Driven development (FDD), Industrial Automation, Retail, Banking, Insurance, Health care, Modular Automation Framework, Data driven Automation Framework, BPT, Hybrid Test automation tool, HP UFT, TAF, Load Runner, Selenium, Rational Robot, DCMTK, sikuli, VB Script, C++, Python, Shell Script, Bugzilla, Jira, HP Quality Control, AP Test, Clear Quest, Clear case, Win CVS, SVN, Oracle, SQL server, MySQL, TCP/IP, HTTP, HTTPS, VPN, FTP, LDAP, DICOM, PACS, HL7, Image Archiving, Image reconstruction, Rockwell Automation Logix Designer, Factory Talk, RSLinx Classic, Control Flash, Compare Tool, I/O modules, Profiles, QTP, HTML, XML, JavaScript, VBScripts."
Automation Testing,"Manual and Automation Testing, SELENIUM IDE, TestNG, SELENIUM Grid, JENKINS, Apache POI, SDLC, White Box Testing, Black Box Testing, Functional Testing, Integration Testing, System Testing, writing Functional and Integration Scenarios, writing of test cases, test case design technique, Build and release, Ad hoc testing, smoke testing, usability testing, reliability testing, exploratory testing, Globalization Testing, Compatibility Testing, STLC, regression testing, retesting, Defect tracking, Defect Life Cycle, Test plan, Traceability Matrix, System and Operational Analysis, Communication Skills, Active learning, critical thinking, interpersonal skills"
Automation Testing,"Excellent grasping power, Learning new concepts, Technology, Team player, Strong work ethics, Ability to co-ordinate in a team, Quick learner, Software Testing, Automation Testing, Test scenario design, Test case development, Automation test scripting, Executing test cases, Defect logging, HPQC tool, Test summary report formulation, Internal test case peer reviews, Daily Scrum Meetings, Status meetings, Selenium WebDriver, Sikuli, AutoIT, Test life cycle management, JIRA, HPQC/ALM"
Automation Testing,"Ability to establish trust and work with a team, Determined with good work ethics, Ability to work under difficult situations, Automation and Electrical Engineering, Re-calibration of field Instruments, Research and developing new automated systems, Level, flow and temperature process control with PID, PLC panel wiring, Control Panel quality check and assurance, Electrical Single Line Diagram (SLD) and power wiring diagram, Industrial Calibration and Instrumentation, Industrial Automation, Calculation and selection of cable, switchgear and protection, Expertise in PLC Hardware, Knowledge in designing and interfacing PLC with SCADA, Handling VFD for motor control, Calibration of Pressure gauge, Temperature gauge, Control Valve, Level or Flow measurements, Basic knowledge of HONEYWELL DCS C-300, Electrical designing software, PLC Software, Programming in C, C++, JAVA, Basic of Mac OS, Python, Operating Systems: Windows, Mac"
Automation Testing,"Automation Testing, Selenium WebDriver, TestNG, Data Driven, Page Object model, Eclipse, Postman, Maven, SVN, Jenkins, SQL, Java, C++, HTML, JavaScript, Ice faces, Ibatis, Jboss Seam, EJB, Core Java, JSF, Rich Faces, Spring, Restful Web service, Machine Learning Platforms"
Automation Testing,"Agile Methodology, Scrum, Kanban, Extreme Programming (XP), Test-driven development (TDD), Feature Driven development (FDD), Industrial Automation, Retail, Banking, Insurance, Health care, Modular Automation Framework, Data driven, BPT, Hybrid Test automation tool, HP UFT, TAF, Load Runner, Selenium, Rational Robot, DCMTK, Sikuli, VB Script, C++, Python, Shell Script, Bugzilla, Jira, HP Quality Control, AP Test, Clear Quest, Clear case, Win CVS, SVN, Oracle, SQL Server, MySQL, TCP/IP, HTTP, HTTPS, VPN, FTP, LDAP, DICOM, PACS, HL7, Image Archiving, Image reconstruction, Rockwell Automation Logix Designer, Factory Talk, RSLinx Classic, Control Flash, Compare Tool, I/O modules, Profiles, QTP, HTML, XML, JavaScript, VBScripts"
Automation Testing,"Manual Testing, Automation Testing, SELENIUM IDE, TestNG, SELENIUM Grid, JENKINS, Apache POI, SDLC, White Box Testing, Black Box Testing, Functional Testing, Integration Testing, System Testing, Writing Functional Scenarios, Writing Integration Scenarios, Test Case Design Technique, Build and Release, Ad hoc Testing, Smoke Testing, Usability Testing, Reliability Testing, Exploratory Testing, Globalization Testing, Compatibility Testing, STLC, Regression Testing, Retesting, Defect Tracking, Defect Life Cycle, Test Plan, Traceability Matrix, Jdbc, Servlets, Jsp, MS Access, Software Testing"
Automation Testing,"Automation Testing, API Testing, Regression Testing, Test Data Preparation, Manual Testing, Smoke Testing, Black Box Testing, Ad-Hoc Testing, Defect Tracking, Test Case Creation, Test Script Execution, Test Scenario Creation, Automation Framework Development, Selenium WebDriver, Cross Functionality Testing, Bug Reporting, QA Coordination, Team Collaboration"
Automation Testing,"Core Java, Selenium with web driver and IDE, MS SQL Server 2000/2005, Oracle 10g, Windows-XP/7/10, Automation Testing, Manual Testing, Database Management System"
Automation Testing,"Agile Methodology, Scrum, Kanban, Extreme Programming (XP), Test-driven development (TDD), Feature Driven development (FDD), Industrial Automation, Retail, Banking, Insurance, Health care, Modular Automation Framework, Data driven Automation Framework, BPT, Hybrid Test automation tool, HP UFT, TAF, Load Runner, Selenium, Rational Robot, DCMTK, Sikuli, VB Script, C++, Python, Shell Script, Bug Tracking Tool, Bugzilla, Jira, HP Quality Control, AP Test, Clear Quest, Clear case, Win CVS, SVN, Oracle, SQL server, MySQL, TCP/IP, HTTP, HTTPS, VPN, FTP, LDAP, DICOM, PACS, HL7, Image Archiving, Image reconstruction, Rockwell Automation, Logix Designer, Factory Talk, RSLinx Classic, Control Flash, Compare Tool, I/O modules, Profiles, QTP, HTML, XML, JavaScript, VBScripts."
Automation Testing,"Manual Testing, Automation Testing, SELENIUM IDE, TestNG, SELENIUM Grid, JENKINS, Apache POI, SDLC, White Box Testing, Black Box Testing, Functional Testing, Integration Testing, System Testing, Writing Functional and Integration Scenarios, Test Case Design Technique, Build and Release, Ad Hoc Testing, Smoke Testing, Usability Testing, Reliability Testing, Exploratory Testing, Globalization Testing, Compatibility Testing, STLC, Regression Testing, Retesting, Defect Tracking, Defect Life Cycle, Test Plan, Traceability Matrix, Jdbc, Servlets, Jsp, MS Access 2007, Software Testing, Active Learning, Critical Thinking, Communication Skills, Interpersonal Skills, System Analysis, Operational Analysis."
Automation Testing,"Agile Methodology, Scrum, Kanban, Extreme Programming (XP), Test-driven development (TDD), Feature Driven development (FDD), Industrial Automation, Retail, Banking, Insurance, Health care, Modular Automation Framework, Data driven, BPT, Hybrid Test automation tool, HP UFT, TAF, Load Runner, Selenium, Rational Robot, DCMTK, Sikuli, VB Script, C++, Python, Shell Script, Bugzilla, Jira, HP Quality Control, AP Test, Clear Quest, Clear case, Win CVS, SVN, Oracle, SQL server, MySQL, TCP/IP, HTTP, HTTPS, VPN, FTP, LDAP, DICOM, PACS, HL7, Image Archiving, Image reconstruction, Rockwell Automation Logix Designer, Factory Talk, RSLinx Classic, Control Flash, Compare Tool, I/O modules, Profiles, C, QTP, HTML, XML, JavaScript, VBScripts."
Automation Testing,"Manual and Automation Testing, SELENIUM IDE, TestNG, SELENIUM Grid, JENKINS, Apache POI, SDLC, White Box Testing, Black Box Testing, Functional Testing, Integration Testing, System Testing, writing Functional and Integration Scenarios, writing of test cases, test case design technique, Build and release, Ad hoc testing, smoke testing, usability testing, reliability testing, exploratory testing, Globalization Testing, Compatibility Testing, STLC, regression testing, retesting, Defect tracking, Defect Life Cycle, Test plan, Traceability Matrix, Jdbc, Servlets, Jsp, MS Access 2007, Software testing, APACHE, BLACK BOX, FUNCTIONAL TESTING, INTEGRATION"
Automation Testing,"Agile Methodology, Scrum, Kanban, Extreme Programming (XP), Test-driven development (TDD), Feature Driven development (FDD), Industrial Automation, Retail, Banking, Insurance, Health care, Modular Automation Framework, Data driven Automation Framework, BPT, Hybrid Test automation tool, HP UFT, TAF, Load Runner, Selenium, Rational Robot, DCMTK, Sikuli, VB Script, C++, Python, Shell Script, Bugzilla, Jira, HP Quality Control, AP Test, Clear Quest, Clear case, Win CVS, SVN, Oracle, SQL server, MySQL, TCP/IP, HTTP, HTTPS, VPN, FTP, LDAP, DICOM, PACS, HL7, Image Archiving, Image reconstruction, Rockwell Automation Logix Designer, Factory Talk, RSLinx Classic, Control Flash, Compare Tool, I/O modules, Profiles, Automation testing, System integration testing, GUI integration testing, Collaborative Lifecycle Management, Version-one, QTP, HTML, XML, JavaScript, VBScripts, API testing, security testing, network testing."
Automation Testing,"Manual Testing, Automation Testing, Selenium IDE, TestNG, Selenium Grid, Jenkins, Apache POI, SDLC, White Box Testing, Black Box Testing, Functional Testing, Integration Testing, System Testing, Writing Functional and Integration Scenarios, Test Case Design Techniques, Build and Release, Ad Hoc Testing, Smoke Testing, Usability Testing, Reliability Testing, Exploratory Testing, Globalization Testing, Compatibility Testing, STLC, Regression Testing, Retesting, Defect Tracking, Defect Life Cycle, Test Plan, Traceability Matrix, JDBC, Servlets, JSP, Web-Based Application, MS Access 2007, System Analysis, Operational Analysis, Communication Skills, Active Learning, Critical Thinking, Interpersonal Skills, Ability to Learn New Technologies."
Electrical Engineering,"MC Office, AutoCAD 2016, Introductory Knowledge of EPLAN, SAP-ERP for Product specific coding, Ability to complete the work within stipulated time, Keeping calm under pressure, Multi-Tasking, Experienced in a project engineering role, Good interpersonal skills, team spirit, flexibility, can cope with stress, Fluent in English, Good knowledge of international standards and rules like ISO, ATEX, NFPA, IEC, NEC, Shell DEP, Industrial Electrical Design Engineering, Project management, AUTOCAD, ENTERPRISE RESOURCE PLANNING, EPLAN, Technical design, Commercial Bidding, Negotiation, Market survey, Conversant with AutoCAD, Excellent Verbal / Written Communication, Applying NEC, IEC, CSA, IECEx, ATEX, UL, FM, NFPA, and API codes and standards, RCA, DFMEA, Technical Quotation, Technical Query, Technical Bid Evaluation, Vendor Development, Review Vendor Documents, Factory Acceptance Test (FAT), Site Acceptance Test (SAT)"
Electrical Engineering,"Microsft office and excell, power point, Nuclear biological Chemical Defence, Damage Control, Fire fighting, Leadership, Management, Advance Fire Fighting, Industrial Safety"
Electrical Engineering,"achievement oriented, people management, problem solving, coordination, analysis, strong communication, interpersonal skills, learning, organizing skills, stress management, time management, project management, scheduling, engineering design, technical specifications, process automation, technical documentation, project estimation, vendor evaluation, power distribution, AutoCAD, installation, commissioning, troubleshooting, programming, hands-on experience, electrical maintenance, operation, mechanical maintenance, predictive maintenance, preventive maintenance, root cause analysis, budgeting, cost control, overhauling, monitoring plans/schedules"
Electrical Engineering,"Basic Computer, Electrical Machine, Electrical wiring, Solar power Plant, Distribution Substation, Solar power plant Installation, Maintenance, Transmission and Distribution Line, Installation"
Electrical Engineering,"Troubleshooting, Maintenance, Electrical Maintenance, Mechanical Maintenance, Diesel Generator Set, HT/LT Switchgear, Protection System, Interlocking, HT Vacuum Circuit Breaker, SF6 Circuit Breaker, Transformer Maintenance, LT Air Circuit Breaker, STP Maintenance, WTP Maintenance, Air Blower Maintenance, Actuators, Soft Starter, EOT Crane, Mono Rail, Centrifugal Pumps, Vertical Pumps, Hydraulic Machine, Rolling Machine, Lath Machine, Drill Machine, AHU, HVAC, Chiller, PLC Operation, SCADA Operation, Switchgear Troubleshooting, Control Panel Troubleshooting, Pump Troubleshooting, Motor Troubleshooting, UPS Maintenance, Battery Charger Maintenance, Battery Bank Maintenance, Motor Testing, Power Factor Monitoring, Submersible Pump Maintenance, MCC Panel Maintenance, PCC Panel Maintenance, Motor Servicing, Problem Solving, Preventive Maintenance, Predictive Maintenance, Equipment Reliability, Day to Day Maintenance, Electrical Safety, Safety Equipment Knowledge, Lockout Tagout, Work Permit Issuance, Protective Equipment Usage"
Electrical Engineering,"MC Office, AutoCAD 2016, Introductory Knowledge of EPLAN, SAP-ERP for Product specific coding, Electrical Design, Project Management, Technical Specification, Electrical Drawings layouts, Hazardous Area Classification, Electrical Lighting Layout, Earthing and Lightning Protection Layout, Substation Equipment Layout, Cable Layout, Bill of Material, Technical Bidding, Negotiation, Market Survey, Electrical Operation, Maintenance of Electrical Drives, Certified Course in AutoCAD"
Electrical Engineering,"Microsft office and excell, power point, Nuclear biological Chemical Defence, Damage Control, Fire fighting, Leadership, Management, Industrial Safety"
Electrical Engineering,"Achievement oriented, people management, problem solving, coordination, analysis, strong communication, interpersonal skills, learning, organizing, time management, stress management, multitasking, project scheduling, engineering design, technical specifications, process automation, technical documentation, project estimation, electrical switchgear selection, vendor communication, power distribution drawings, installation, commissioning, troubleshooting, programming, Siemens PLC, field instrument calibration, loop testing, electrical power systems management, mechanical maintenance, electrical maintenance, operation, predictive maintenance, preventive maintenance, root cause analysis, budgeting, cost control, overhauling, maintenance of motors, switchgears, VFDs, soft starters, power transformer installation, protection systems monitoring."
Electrical Engineering,"Basic Computer, Electrical Machine, Electrical wiring, Solar power Plant, Distribution Substation, Solar power plant Installation, Maintenance, Transmission and Distribution Line, Installation"
Electrical Engineering,"Troubleshooting, Maintenance, Electrical Equipment Maintenance, Mechanical Maintenance, Diesel Generator Maintenance, HT/LT Switchgear Maintenance, Circuit Breaker Handling, Transformer Maintenance, Pump Maintenance, Air Blower Maintenance, Actuator Maintenance, Soft Starter Maintenance, EOT Crane Maintenance, Mono Rail Maintenance, Hydraulic Machine Maintenance, Rolling Machine Maintenance, Lath Machine Maintenance, Drill Machine Maintenance, AHU Maintenance, HVAC Maintenance, Chiller Maintenance, PLC/SCADA Operation, Switchgear Troubleshooting, Control Panel Troubleshooting, Motor Maintenance, UPS Maintenance, Battery Charger Maintenance, Battery Bank Maintenance, Motor Testing, Power Factor Monitoring, Submersible Pump Maintenance, MCC Panel Maintenance, PCC Panel Maintenance, Motor Servicing, Problem Solving, Preventive Maintenance, Predictive Maintenance, Electrical Safety Knowledge, Safety Equipment Familiarity, Lockout/Tagout Procedures, Work Permit Issuance, Protective Equipment Usage"
Electrical Engineering,"MC Office, AutoCAD 2016, Introductory Knowledge of EPLAN, SAP-ERP for Product specific coding, Electrical Design Engineering, Enterprise Resource Planning, RCA, DFMEA, Technical Quotation, Technical Query, Technical Bid Evaluation, Vendor Development, Factory Acceptance Test, Site Acceptance Test, Fluent in English, Knowledge of international standards (ISO, ATEX, NFPA, IEC, NEC, Shell DEP)"
Electrical Engineering,"Microsoft Office, Excel, PowerPoint, Nuclear Biological Chemical Defence, Damage Control, Fire Fighting, Leadership, Management, Industrial Safety"
Electrical Engineering,"achievement orientation, people management, problem solving, coordination, analysis, communication, interpersonal skills, learning, organizing, stress management, time management, multitasking, project scheduling, engineering design, technical specifications, process P&ID review, energy efficiency, automation engineering, hardware specification, software specification, control philosophy generation, project estimation, technical documentation, vendor communication, power distribution design, AutoCAD, installation, commissioning, troubleshooting, programming, field instruments calibration, loop testing, engineering services, maintenance, operation management, mechanical maintenance, testing, installation, predictive maintenance, preventive maintenance, root cause analysis, budgeting, cost control, overhauling, monitoring plans, power monitoring, reporting"
